,Ensemble ID,Cluster 1,Cluster 2
268,"""ENSG00000178026""",0,2
269,"""ENSG00000179832""",0,2
270,"""ENSG00000242173""",0,2
271,"""ENSG00000197858""",0,2
272,"""ENSG00000205356""",0,2
273,"""ENSG00000005007""",0,2
274,"""ENSG00000149823""",0,2
275,"""ENSG00000108819""",0,2
276,"""ENSG00000011478""",0,2
277,"""ENSG00000102858""",0,2
278,"""ENSG00000160813""",0,2
279,"""ENSG00000137103""",0,2
280,"""ENSG00000102302""",0,2
281,"""ENSG00000171603""",0,2
282,"""ENSG00000136848""",0,2
283,"""ENSG00000170638""",0,2
284,"""ENSG00000126464""",0,2
285,"""ENSG00000105556""",0,2
286,"""ENSG00000130881""",0,2
287,"""ENSG00000197457""",0,2
288,"""ENSG00000006118""",0,2
289,"""ENSG00000065717""",0,2
290,"""ENSG00000074855""",0,2
291,"""ENSG00000130787""",0,2
292,"""ENSG00000105647""",0,2
293,"""ENSG00000266074""",0,2
294,"""ENSG00000196924""",0,2
295,"""ENSG00000100083""",0,2
296,"""ENSG00000172009""",0,2
297,"""ENSG00000103653""",0,2
298,"""ENSG00000177030""",0,2
299,"""ENSG00000126500""",0,2
300,"""ENSG00000260267""",1,2
301,"""ENSG00000181523""",0,2
302,"""ENSG00000180902""",0,2
303,"""ENSG00000005206""",0,2
304,"""ENSG00000165886""",0,2
305,"""ENSG00000188157""",0,2
306,"""ENSG00000124067""",0,2
307,"""ENSG00000104774""",0,2
308,"""ENSG00000170604""",0,2
309,"""ENSG00000059915""",0,2
310,"""ENSG00000261236""",0,2
311,"""ENSG00000124126""",0,2
312,"""ENSG00000165802""",0,2
313,"""ENSG00000186648""",0,2
314,"""ENSG00000275832""",0,2
315,"""ENSG00000197530""",0,2
316,"""ENSG00000160999""",0,2
317,"""ENSG00000164889""",0,2
318,"""ENSG00000188986""",0,2
319,"""ENSG00000196422""",0,2
320,"""ENSG00000141994""",0,2
321,"""ENSG00000127415""",0,2
322,"""ENSG00000130734""",0,2
323,"""ENSG00000167614""",0,2
324,"""ENSG00000001617""",0,2
325,"""ENSG00000072518""",0,2
326,"""ENSG00000185236""",0,2
327,"""ENSG00000115257""",0,2
328,"""ENSG00000116514""",1,2
329,"""ENSG00000080603""",1,2
330,"""ENSG00000167967""",0,2
331,"""ENSG00000105738""",0,2
332,"""ENSG00000160360""",0,2
333,"""ENSG00000183828""",0,2
334,"""ENSG00000173264""",0,2
335,"""ENSG00000110651""",0,2
336,"""ENSG00000105726""",0,2
337,"""ENSG00000180900""",0,2
338,"""ENSG00000183751""",0,2
339,"""ENSG00000049089""",0,2
340,"""ENSG00000260772""",0,2
341,"""ENSG00000125912""",0,2
342,"""ENSG00000062822""",0,2
343,"""ENSG00000080573""",0,2
344,"""ENSG00000125755""",0,2
345,"""ENSG00000129250""",0,2
346,"""ENSG00000223459""",0,2
347,"""ENSG00000090975""",0,2
348,"""ENSG00000183458""",0,2
349,"""ENSG00000239697""",0,2
350,"""ENSG00000169692""",0,2
351,"""ENSG00000050767""",0,2
352,"""ENSG00000080845""",0,2
353,"""ENSG00000167716""",0,2
354,"""ENSG00000159792""",0,2
355,"""ENSG00000167123""",0,2
356,"""ENSG00000179403""",0,2
357,"""ENSG00000073350""",0,2
358,"""ENSG00000145214""",0,2
359,"""ENSG00000039650""",0,2
360,"""ENSG00000159423""",0,2
361,"""ENSG00000085644""",0,2
362,"""ENSG00000159714""",0,2
363,"""ENSG00000099381""",0,2
364,"""ENSG00000095321""",0,2
365,"""ENSG00000168159""",0,2
366,"""ENSG00000168056""",0,2
367,"""ENSG00000235316""",0,2
368,"""ENSG00000170382""",0,2
369,"""ENSG00000159409""",0,2
370,"""ENSG00000130193""",0,2
371,"""ENSG00000163702""",0,2
372,"""ENSG00000106290""",0,2
373,"""ENSG00000196453""",1,2
374,"""ENSG00000166813""",0,2
375,"""ENSG00000181444""",0,2
376,"""ENSG00000007541""",0,2
377,"""ENSG00000131759""",0,2
378,"""ENSG00000165458""",0,2
379,"""ENSG00000197136""",0,2
380,"""ENSG00000225663""",0,2
381,"""ENSG00000072195""",0,2
382,"""ENSG00000126705""",0,2
383,"""ENSG00000105662""",0,2
384,"""ENSG00000134824""",0,2
385,"""ENSG00000067840""",0,2
386,"""ENSG00000103197""",0,2
387,"""ENSG00000272333""",0,2
388,"""ENSG00000197558""",0,2
389,"""ENSG00000179526""",0,2
390,"""ENSG00000186174""",0,2
391,"""ENSG00000165912""",0,2
392,"""ENSG00000169696""",0,2
393,"""ENSG00000161149""",0,2
394,"""ENSG00000114650""",0,2
395,"""ENSG00000227500""",0,2
396,"""ENSG00000137076""",0,2
397,"""ENSG00000146216""",0,2
398,"""ENSG00000126243""",0,2
399,"""ENSG00000141564""",0,2
400,"""ENSG00000107281""",0,2
401,"""ENSG00000167173""",0,2
402,"""ENSG00000088247""",1,2
403,"""ENSG00000130005""",0,2
404,"""ENSG00000197114""",0,2
405,"""ENSG00000123815""",0,2
406,"""ENSG00000020129""",0,2
407,"""ENSG00000188878""",0,2
408,"""ENSG00000104859""",0,2
409,"""ENSG00000173599""",0,2
410,"""ENSG00000177103""",0,2
411,"""ENSG00000185883""",0,2
412,"""ENSG00000205593""",0,2
413,"""ENSG00000106348""",0,2
414,"""ENSG00000125741""",1,2
415,"""ENSG00000103148""",0,2
416,"""ENSG00000116871""",0,2
417,"""ENSG00000184281""",0,2
418,"""ENSG00000198753""",0,2
419,"""ENSG00000099875""",0,2
420,"""ENSG00000064961""",0,2
421,"""ENSG00000165915""",0,2
422,"""ENSG00000167522""",0,2
423,"""ENSG00000168477""",0,2
424,"""ENSG00000258366""",0,2
425,"""ENSG00000176148""",1,2
426,"""ENSG00000173327""",0,2
427,"""ENSG00000172534""",0,2
428,"""ENSG00000178951""",0,2
429,"""ENSG00000125817""",0,2
430,"""ENSG00000169683""",0,2
431,"""ENSG00000164050""",0,2
432,"""ENSG00000141905""",0,2
433,"""ENSG00000186716""",0,2
434,"""ENSG00000213445""",0,2
435,"""ENSG00000100321""",0,2
436,"""ENSG00000145506""",0,2
437,"""ENSG00000100031""",0,2
438,"""ENSG00000136830""",0,2
439,"""ENSG00000164897""",0,2
440,"""ENSG00000162426""",0,2
441,"""ENSG00000169682""",0,2
442,"""ENSG00000243302""",0,2
443,"""ENSG00000130313""",0,2
444,"""ENSG00000160113""",0,2
445,"""ENSG00000116649""",0,2
446,"""ENSG00000141258""",0,2
447,"""ENSG00000259726""",0,2
448,"""ENSG00000162729""",0,2
449,"""ENSG00000099331""",0,2
450,"""ENSG00000167930""",0,2
451,"""ENSG00000130202""",0,2
452,"""ENSG00000101199""",0,2
453,"""ENSG00000064300""",0,2
454,"""ENSG00000007520""",0,2
455,"""ENSG00000131584""",0,2
456,"""ENSG00000100324""",0,2
457,"""ENSG00000156564""",0,2
458,"""ENSG00000099917""",0,2
459,"""ENSG00000167861""",0,2
460,"""ENSG00000054356""",0,2
461,"""ENSG00000184524""",0,2
462,"""ENSG00000099849""",0,2
463,"""ENSG00000236085""",0,2
464,"""ENSG00000185359""",0,2
465,"""ENSG00000205517""",0,2
466,"""ENSG00000021762""",0,2
467,"""ENSG00000142186""",0,2
468,"""ENSG00000160298""",0,2
469,"""ENSG00000111077""",0,2
470,"""ENSG00000198910""",0,2
471,"""ENSG00000213923""",0,2
472,"""ENSG00000100304""",0,2
473,"""ENSG00000088881""",0,2
474,"""ENSG00000171119""",0,2
475,"""ENSG00000106683""",0,2
476,"""ENSG00000126882""",0,2
477,"""ENSG00000145911""",0,2
478,"""ENSG00000122756""",0,2
479,"""ENSG00000182272""",0,2
480,"""ENSG00000100284""",0,2
481,"""ENSG00000007264""",0,2
482,"""ENSG00000071655""",0,2
483,"""ENSG00000186765""",0,2
484,"""ENSG00000234773""",1,2
485,"""ENSG00000077454""",0,2
486,"""ENSG00000101986""",0,2
487,"""ENSG00000141971""",0,2
488,"""ENSG00000225978""",0,2
489,"""ENSG00000175866""",0,2
490,"""ENSG00000159840""",0,2
491,"""ENSG00000172037""",0,2
492,"""ENSG00000161914""",0,2
493,"""ENSG00000160460""",0,2
494,"""ENSG00000160410""",0,2
495,"""ENSG00000184216""",0,2
496,"""ENSG00000197785""",0,2
497,"""ENSG00000130475""",0,2
498,"""ENSG00000160408""",0,2
499,"""ENSG00000160325""",0,2
500,"""ENSG00000036530""",0,2
501,"""ENSG00000090661""",0,2
502,"""ENSG00000172932""",0,2
503,"""ENSG00000104897""",0,2
504,"""ENSG00000105290""",0,2
505,"""ENSG00000149091""",0,2
506,"""ENSG00000124104""",1,2
507,"""ENSG00000132017""",0,2
508,"""ENSG00000163126""",0,2
509,"""ENSG00000181222""",1,2
510,"""ENSG00000122971""",0,2
511,"""ENSG00000132016""",0,2
512,"""ENSG00000243156""",0,2
513,"""ENSG00000167658""",0,2
514,"""ENSG00000160685""",0,2
515,"""ENSG00000185133""",0,2
516,"""ENSG00000182175""",0,2
517,"""ENSG00000116809""",0,2
518,"""ENSG00000011451""",0,2
519,"""ENSG00000196456""",0,2
520,"""ENSG00000214655""",0,2
521,"""ENSG00000177685""",0,2
522,"""ENSG00000140983""",0,2
523,"""ENSG00000108840""",0,2
524,"""ENSG00000122678""",0,2
525,"""ENSG00000125503""",0,2
526,"""ENSG00000185924""",0,2
527,"""ENSG00000106976""",0,2
528,"""ENSG00000089820""",0,2
529,"""ENSG00000173457""",0,2
530,"""ENSG00000162576""",0,2
531,"""ENSG00000107140""",0,2
532,"""ENSG00000068001""",0,2
533,"""ENSG00000127511""",0,2
534,"""ENSG00000187535""",0,2
535,"""ENSG00000166592""",0,2
536,"""ENSG00000132005""",0,2
537,"""ENSG00000105696""",0,2
538,"""ENSG00000261221""",0,2
539,"""ENSG00000127616""",0,2
540,"""ENSG00000002330""",0,2
541,"""ENSG00000212864""",0,2
542,"""ENSG00000185122""",0,2
543,"""ENSG00000182809""",0,2
544,"""ENSG00000105723""",0,2
545,"""ENSG00000123064""",0,2
546,"""ENSG00000117480""",0,2
547,"""ENSG00000171443""",0,2
548,"""ENSG00000099817""",0,2
549,"""ENSG00000131899""",0,2
550,"""ENSG00000160796""",0,2
551,"""ENSG00000090565""",0,2
552,"""ENSG00000007080""",0,2
553,"""ENSG00000072840""",0,2
554,"""ENSG00000178719""",0,2
555,"""ENSG00000133247""",0,2
556,"""ENSG00000250571""",0,2
557,"""ENSG00000136297""",1,2
558,"""ENSG00000112041""",0,2
559,"""ENSG00000115694""",0,2
560,"""ENSG00000266714""",0,2
561,"""ENSG00000188827""",1,2
562,"""ENSG00000122515""",0,2
563,"""ENSG00000214176""",0,2
564,"""ENSG00000177666""",0,2
565,"""ENSG00000185024""",0,2
566,"""ENSG00000076864""",0,2
567,"""ENSG00000184922""",0,2
568,"""ENSG00000181513""",0,2
569,"""ENSG00000124257""",0,2
570,"""ENSG00000132563""",0,2
571,"""ENSG00000160392""",0,2
